PMID,Title,Abstract,MeSH,orig_precision_medicine,orig_diabetes,orig_source_population,orig_primary_study,pubmed_source_population,pmid,title,gpt_precision_medicine,gpt_diabetes,gpt_primary_study,gpt_source_population,Unnamed: 6,source_population_match
12148097,Prediction of renal insufficiency in Pima Indians with nephropathy of type 2 diabetes mellitus,"A high prevalence and early onset of type 2 diabetes in Pima Indians is well known. Our objective is to use several statistical models to identify predictors of glomerular filtration rate (GFR) deterioration and develop an algorithm to predict GFR 4 years after the initial evaluation.All records (n = 86) were randomly assigned to a training set (n = 60) and a testing set (n = 26). Linear regression, generalized additive, tree-based, and artificial neural network models were used to identify predictors of outcome and develop a prediction algorithm.Proteinuria remained the single most important predictor of long-term renal function; other predictors included baseline GFR, blood pressure, plasma renin activity, lipid profile, age, weight/body mass index, and diabetes duration. All four models achieved a good correlation (r = 0.73 to 0.78) between observed and predicted 4-year GFRs on a separate (testing) data set. Best results in predicting the value of GFR were achieved using a tree-based model with six terminal nodes (r = 0.78; root mean squared prediction error = 38.9). The tree-based and generalized additive models achieved high positive (91%) and negative (100%) predictive values in identifying subjects, who developed depressed GFRs in 4 years. An artificial neural network achieved the highest area under the receiver operating characteristic curve (0.91).GFR depression within 4 years can be predicted with a precision that suggests potential clinical utility. A tree-based model with six terminal nodes has shown the best results in predicting the actual value of GFR, whereas an artificial neural network is the model of choice to identify the group of patients that will develop renal insufficiency.Copyright 2002 by the National Kidney Foundation, Inc.","Adult, Age Factors, Blood Pressure, Body Mass Index, Diabetes Mellitus, Type 2, Diabetic Nephropathies, Female, Glomerular Filtration Rate, Humans, Indians, North American, Kidney Function Tests, Male, Models, Statistical, Predictive Value of Tests, Proteinuria, Renal Insufficiency, Renin, Risk Factors",no,no,unk,yes,SA,12148097.0, Prediction of renal insufficiency in Pima Indians with nephropathy of type 2 diabetes mellitus ,no,yes,yes,Unknown,,False
28111217,Renoprotective and antioxidative effects of methanolic Paederia foetida leaf extract on experimental diabetic nephropathy in rats,"Paederia foetida Linn. (Family: Rubiaceae) is widely used as a natural remedy for diabetes mellitus by the Nepali and Lepcha tribes of Sikkim and Darjeeling Himalayan region. The plant is administered to a diabetic individual in the form of leaf infusion for 2-3 weeks. Therefore, we investigated the effects of methanolic leaf extract of Paederia foetida (MEPF) on alloxan (ALX) induced diabetic renal oxidative stress and NF-kB dependent renoinflammatory events in rat. Method Effects of MEPF on blood glucose, glomerular filtration rate (GFR), serum and oxidative stress markers were evaluated in ALX induced diabetic wistar rats. Enzyme linked immunosorbent assay (ELISA) was carried out to estimate serum IL-6, IL-1Î², TNF-Î± and renal tissue NF-kB p65 levels. MEPF treatment was given to the diabetic rats at a dose of 250 and 500mg/kg body weight (b.w.).MEPF treatment significantly reduced hyperglycaemia, serum creatinine, blood urea nitrogen (BUN), bilirubin, aspartate aminotransferase (AST), alanine aminotransferase (ALT), triglycerides (TRIGs), and total cholesterol (TCHOL) levels in the diabetic rats, whereas it significantly restored GFR and serum albumin level. The activity of enzymatic and non-enzymatic antioxidant machineries was remarkably augmented by MEPF treatment. Likewise, it also significantly lowered lipid peroxidation which was evidenced by decreased concentration of thiobarbituric reactive substances (malondialdehyde, MDA) in the renal tissue of treated diabetic groups. Moreover, MEPF treated animals exhibited low serum concentrations of IL-6, IL-1Î² and TNF-Î± compared to the diabetic control rats. It showed a dose dependent inhibition of NF-kB activation in the diabetic kidney, but the effects were more prominent at a dose of 500mg/kg. Histopathological examinations also confirmed its nephroprotective action during diabetes.MEPF treatment mitigates oxidative stress and suppresses renal inflammation via inhibition of NF-kB in diabetic kidney in early progressive diabetic nephropathy.Copyright Â© 2017 Elsevier Ireland Ltd. All rights reserved.","Animals, Antioxidants, Blood Glucose, Cytokines, Diabetes Mellitus, Experimental, Diabetic Nephropathies, Dose-Response Relationship, Drug, Glomerular Filtration Rate, Inflammation, Lipid Peroxidation, Male, NF-kappa B, Oxidative Stress, Plant Extracts, Plant Leaves, Rats, Rats, Wistar, Rubiaceae",no,yes,Unknown,yes,SA,28111217.0, Renoprotective and antioxidative effects of methanolic Paederia foetida leaf extract on experimental diabetic nephropathy in rats ,no,yes,yes,not applicable (na),,False
15663882,Social and cultural barriers to diabetes prevention in Oklahoma American Indian women,"The prevalence of diabetes is disproportionately higher among minority populations, especially American Indians. Prevention or delay of diabetes in this population would improve quality of life and reduce health care costs. Identifying cultural definitions of health and diabetes is critically important to developing effective diabetes prevention programs.In-home qualitative interviews were conducted with 79 American Indian women from 3 tribal clinics in northeast Oklahoma to identify a cultural definition of health and diabetes. Grounded theory was used to analyze verbatim transcripts.The women interviewed defined health in terms of physical functionality and absence of disease, with family members and friends serving as treatment promoters. Conversely, the women considered their overall health to be a personal issue addressed individually without burdening others. The women presented a fatalistic view of diabetes, regarding the disease as an inevitable event that destroys health and ultimately results in death.Further understanding of the perceptions of health in at-risk populations will aid in developing diabetes prevention programs.","Adult, Aged, Attitude to Health, Cultural Diversity, Diabetes Mellitus, Female, Health Behavior, Health Promotion, Humans, Indians, North American, Interviews as Topic, Middle Aged, Oklahoma, Social Class, Social Support",no,yes,unk,yes,SA,15663882.0, Social and cultural barriers to diabetes prevention in Oklahoma American Indian women ,no,yes,yes,Unknown,,False
21845103,Sida rhomboidea. Roxb leaf extract down-regulates expression of PPARÎ³2 and leptin genes in high fat diet fed C57BL/6J Mice and retards in vitro 3T3L1 pre-adipocyte differentiation,"Sida rhomboidea. Roxb leaf extract (SRLE) is being used by the populace of North-East India to alleviate symptoms of diabetes and obesity. We have previously reported its hypolipidemic and anti-diabetic properties. In this study, we report the effect of SRLE on (i) in vivo modulation of genes controlling high fat diet (HFD) induced obesity and (ii) in vitro 3T3L1 pre-adipocyte differentiation and leptin release. Supplementation with SRLE significantly prevented HFD induced increment in bodyweight, plasma lipids and leptin, visceral adiposity and adipocyte hypertrophy. Also, SRLE supplementation reduced food intake, down regulated PPARÎ³2, SREBP1c, FAS and LEP expressions and up-regulated CPT-1 in epididymal adipose tissue compared to obese mice. In vitro adipogenesis of 3T3L1 pre-adipocytes was significantly retarded in the presence of SRLE extract. Also decreased triglyceride accumulation, leptin release and glyceraldehyde-3-Phosphate dehydrogenase activity along with higher glycerol release without significant alteration of viability of 3T3L1 pre-adipocytes, was recorded. Our findings suggest that prevention of HFD induced visceral adiposity is primarily by down regulation of PPARÎ³2 and leptin gene expression coupled with attenuation of food intake in C57BL/6J mice. SRLE induced prevention of pre-adipocytes differentiation, and leptin release further substantiated these findings and scientifically validates the potential application of SRLE as a therapeutic agent against obesity.","3T3-L1 Cells, Adipocytes, Animals, Anti-Obesity Agents, Cell Differentiation, Cell Survival, Diet, High-Fat, Down-Regulation, Glyceraldehyde-3-Phosphate Dehydrogenases, Glycerol, Leptin, Male, Malvaceae, Mice, Mice, Inbred C57BL, PPAR gamma, Plant Extracts, Plant Leaves, Triglycerides",yes,yes,sa,yes,SA,21845103.0, Sida rhomboidea. Roxb leaf extract down-regulates expression of PPARγ2 and leptin genes in high fat diet fed C57BL/6J Mice and retards in vitro 3T3L1 pre-adipocyte differentiation ,no,no,yes,Unknown,,False
26216595,Proteomic-driven biomarker discovery in gestational diabetes mellitus: a review,"Gestational diabetes mellitus (GDM) is defined as any degree of glucose intolerance with onset or first recognition during pregnancy and it affects 18% of pregnant women worldwide. GDM is considered a high-risk state which may lead to type II diabetes which is associated with an increase in a number of interrelated adverse perinatal outcomes. Given the fact that the progress of a successful pregnancy is dependent on the intricate communication between several biological molecules, identification of the proteomic profile perturbations in women with GDM is expected to help in understanding the disease pathogenesis and also discovery of clinical biomarker(s). In recent years, both gel-free and gel-based proteomics have been extensively investigated for improving maternal and child health. Although there are several reports integrating various aspects of proteomics in pregnancy related diseases such as preeclampsia, extensive Pubmed search shows no review so far on the application of proteomics in gestational diabetes. In this review, we focus on various high-throughput proteomic technologies for the identification of unique biosignatures and biomarkers responsible for the early prediction of GDM. Further, different analytical strategies and biological samples involved in proteomic analysis of this pregnancy-related disease are discussed.This article is part of a Special Issue entitled: Proteomics in India.Copyright Â© 2015 Elsevier B.V. All rights reserved.","Biomarkers, Diabetes, Gestational, Female, Humans, Pre-Eclampsia, Pregnancy, Proteomics",yes,yes,Unknown,no,SA,26216595.0, Proteomic-driven biomarker discovery in gestational diabetes mellitus: a review ,no,yes,no,sa,,False
22513821,The association of genetic variants of type 2 diabetes with kidney function,"Type 2 diabetes is highly prevalent and is the major cause of progressive chronic kidney disease in American Indians. Genome-wide association studies identified several loci associated with diabetes but their impact on susceptibility to diabetic complications is unknown. We studied the association of 18 type 2 diabetes genome-wide association single-nucleotide polymorphisms (SNPs) with estimated glomerular filtration rate (eGFR; MDRD equation) and urine albumin-to-creatinine ratio in 6958 Strong Heart Study family and cohort participants. Center-specific residuals of eGFR and log urine albumin-to-creatinine ratio, obtained from linear regression models adjusted for age, sex, and body mass index, were regressed onto SNP dosage using variance component models in family data and linear regression in unrelated individuals. Estimates were then combined across centers. Four diabetic loci were associated with eGFR and one locus with urine albumin-to-creatinine ratio. A SNP in the WFS1 gene (rs10010131) was associated with higher eGFR in younger individuals and with increased albuminuria. SNPs in the FTO, KCNJ11, and TCF7L2 genes were associated with lower eGFR, but not albuminuria, and were not significant in prospective analyses. Our findings suggest a shared genetic risk for type 2 diabetes and its kidney complications, and a potential role for WFS1 in early-onset diabetic nephropathy in American Indian populations.","Age of Onset, Aged, Albuminuria, Biomarkers, Creatinine, Cross-Sectional Studies, Diabetes Mellitus, Type 2, Diabetic Nephropathies, Female, Gene Frequency, Genetic Predisposition to Disease, Genome-Wide Association Study, Glomerular Filtration Rate, Humans, Indians, North American, Kidney, Linear Models, Linkage Disequilibrium, Longitudinal Studies, Male, Membrane Proteins, Middle Aged, Phenotype, Polymorphism, Single Nucleotide, Prospective Studies, Risk Assessment, Risk Factors, United States",yes,yes,unk,yes,SA,22513821.0, The association of genetic variants of type 2 diabetes with kidney function ,yes,yes,yes,Unknown,,False
34702783,Longitudinal Plasma Lipidome and Risk of Type 2 Diabetes in a Large Sample of American Indians With Normal Fasting Glucose: The Strong Heart Family Study,"Comprehensive assessment of alterations in lipid species preceding type 2 diabetes (T2D) is largely unknown. We aimed to identify plasma molecular lipids associated with risk of T2D in American Indians.Using untargeted liquid chromatography-mass spectrometry, we repeatedly measured 3,907 fasting plasma samples from 1,958 participants who attended two examinations (âˆ¼5.5 years apart) and were followed up to 16 years in the Strong Heart Family Study. Mixed-effects logistic regression was used to identify lipids associated with risk of T2D, adjusting for traditional risk factors. Repeated measurement analysis was performed to examine the association between change in lipidome and change in continuous measures of T2D, adjusting for baseline lipids. Multiple testing was controlled by false discovery rate at 0.05.Higher baseline level of 33 lipid species, including triacylglycerols, diacylglycerols, phosphoethanolamines, and phosphocholines, was significantly associated with increased risk of T2D (odds ratio [OR] per SD increase in log2-transformed baseline lipids 1.50-2.85) at 5-year follow-up. Of these, 21 lipids were also associated with risk of T2D at 16-year follow-up. Aberrant lipid profiles were also observed in prediabetes (OR per SD increase in log2-transformed baseline lipids 1.30-2.19 for risk lipids and 0.70-0.78 for protective lipids). Longitudinal changes in 568 lipids were significantly associated with changes in continuous measures of T2D. Multivariate analysis identified distinct lipidomic signatures differentiating high- from low-risk groups.Lipid dysregulation occurs many years preceding T2D, and novel molecular lipids (both baseline level and longitudinal change over time) are significantly associated with risk of T2D beyond traditional risk factors. Our findings shed light on the mechanisms linking dyslipidemia to T2D and may yield novel therapeutic targets for early intervention tailored to American Indians.Â© 2021 by the American Diabetes Association.",,no,yes,unk,yes,SA,34702783.0, Longitudinal Plasma Lipidome and Risk of Type 2 Diabetes in a Large Sample of American Indians With Normal Fasting Glucose: The Strong Heart Family Study ,yes,yes,yes,Unknown,,False
33889958,Association of Genetic Variants for Plasma LRG1 With Rapid Decline in Kidney Function in Patients With Type 2 Diabetes,"Elevated levels of plasma leucine-rich Î±-2-glycoprotein 1 (LRG1), a component of transforming growth factor beta signaling, are associated with development and progression of chronic kidney disease in patients with type 2 diabetes (T2D). However, whether this relationship is causal is uncertain.To identify genetic variants associated with plasma LRG1 levels and determine whether genetically predicted plasma LRG1 contributes to a rapid decline in kidney function (RDKF) in patients with T2D.We performed a genome-wide association study of plasma LRG1 among 3694 T2D individuals [1881 (983 Chinese, 420 Malay, and 478 Indian) discovery from Singapore Study of Macro-angiopathy and Micro-vascular Reactivity in Type 2 Diabetes cohort and 1813 (Chinese) validation from Diabetic Nephropathy cohort]. One- sample Mendelian randomization analysis was performed among 1337 T2D Chinese participants with preserved glomerular filtration function [baseline estimated glomerular filtration rate (eGFR) â‰¥60 mL/min/1.73 m2)]. RDKF was defined as an eGFR decline of 3 mL/min/1.73 m2/year or greater.We identified rs4806985 variant near LRG1 locus robustly associated with plasma LRG1 levels (meta Pâ€…=â€…6.66â€…Ã—â€…10-16). Among 1337 participants, 344 (26%) developed RDKF, and the rs4806985 variant was associated with higher odds of RDKF (meta odds ratioâ€…=â€…1.23, Pâ€…=â€…0.030 adjusted for age and sex). Mendelian randomization analysis provided evidence for a potential causal effect of plasma LRG1 on kidney function decline in T2D (Pâ€…<â€…0.05).We demonstrate that genetically influenced plasma LRG1 increases the risk of RDKF in T2D patients, suggesting plasma LRG1 as a potential treatment target. However, further studies are warranted to elucidate underlying pathways to provide insight into diabetic kidney disease prevention.Â© The Author(s) 2021. Published by Oxford University Press on behalf of the Endocrine Society. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.","Adult, Aged, Aged, 80 and over, Diabetes Mellitus, Type 2, Diabetic Nephropathies, Disease Progression, Female, Genetic Variation, Genome-Wide Association Study, Glomerular Filtration Rate, Glycoproteins, Humans, Kidney, Male, Mendelian Randomization Analysis, Middle Aged, Young Adult",yes,yes,sa,yes,SA,33889958.0, Association of Genetic Variants for Plasma LRG1 With Rapid Decline in Kidney Function in Patients With Type 2 Diabetes ,yes,yes,yes,ea,,False
25112377,Variants associated with type 2 diabetes identified by the transethnic meta-analysis study: assessment in American Indians and evidence for a new signal in LPP,"A recent genome-wide trans-ancestry meta-analysis identified seven new loci associated with type 2 diabetes. We assessed the replication of the seven lead single nucleotide polymorphisms (SNPs) and evaluated these loci for additional signals in American Indians.Seven SNPs were genotyped in 7,710 individuals from a longitudinally studied American Indian population, and associations with type 2 diabetes, BMI and related phenotypes were assessed. Previous genome-wide association study (GWAS) data from these individuals were used to screen for additional type 2 diabetes signals at these loci. A variant independent of the trans-ancestry meta-analysis was identified within LPP, and its replication was assessed in an additional 3,106 urban American Indians.SNP rs6813195 near to TMEM154 was nominally associated with type 2 diabetes (pâ€‰=â€‰0.01, OR 1.12 [95% CI 1.03, 1.22]) and adiposity: the type 2 diabetes risk allele was associated with a lower percentage body fat (Î²â€‰=â€‰-1.451%, pâ€‰=â€‰4.8â€‰Ã—â€‰10(-4)). Another SNP, rs3130501 near to POU5F1-TCF19, was associated with BMI (Î²â€‰=â€‰-0.012, pâ€‰=â€‰0.004), type 2 diabetes adjusted for BMI (pâ€‰=â€‰0.02, OR 1.11 [95% CI 1.02, 1.22]), 2Â h glucose concentrations (Î²â€‰=â€‰0.080Â mmol/l, pâ€‰=â€‰0.02) and insulin resistance estimated by homeostatic model (Î²â€‰=â€‰0.039, pâ€‰=â€‰0.009). The independent variant identified at the LPP locus in our American Indian GWAS for type 2 diabetes was replicated in the additional samples (all American Indian meta-analysis, pâ€‰=â€‰8.9â€‰Ã—â€‰10(-6), OR 1.29 [95% CI 1.15, 1.45]).For two of the seven newly identified variants, there was nominal evidence for association with type 2 diabetes and related traits in American Indians. Identification of an independent variant at the LPP locus suggests the existence of more than one type 2 diabetes signal at this locus.","Adult, Cytoskeletal Proteins, Diabetes Mellitus, Type 2, Female, Genetic Predisposition to Disease, Genome-Wide Association Study, Genotype, Humans, Indians, North American, LIM Domain Proteins, Male, Middle Aged, Polymorphism, Single Nucleotide, Young Adult",yes,yes,unk,yes,SA,25112377.0, Variants associated with type 2 diabetes identified by the transethnic meta-analysis study: assessment in American Indians and evidence for a new signal in LPP ,yes,yes,yes,Unknown,,False
24728127,Common genetic variation in the glucokinase gene (GCK) is associated with type 2 diabetes and rates of carbohydrate oxidation and energy expenditure,"Glucokinase (GCK) plays a role in glucose metabolism and glucose-stimulated insulin secretion. Rare mutations in GCK cause MODY. We investigated whether common variation (minor allele frequency â‰¥0.01) in GCK is associated with metabolic traits and type 2 diabetes.Four exonic single-nucleotide polymorphisms (SNPs) and three SNPs predicted to cause loss of promoter function were identified in whole-genome sequence data from 234 Pima Indians. These seven tag SNPs and rs4607517, a type 2 diabetes variant established in other studies, were analysed in 415 full-heritage non-diabetic Pima Indians characterised for metabolic traits, and 7,667 American Indians who had data on type 2 diabetes and BMI.A novel 3' untranslated region (3'UTR) SNP, chr7:44184184-G/A, was associated with the rate of carbohydrate oxidation post-absorptively (Î²â€‰=â€‰0.22 mg [kg estimated metabolic body size (EMBS)](-1)â€‰min(-1), pâ€‰=â€‰0.005) and during a hyperinsulinaemic-euglycaemic clamp (Î²â€‰=â€‰0.24 mg [kg EMBS](-1)â€‰min(-1), pâ€‰=â€‰0.0002), the rate of carbohydrate oxidation in a respiratory chamber (Î²â€‰=â€‰311 kJ/day, pâ€‰=â€‰0.03) and 24 h energy expenditure, which was attributable to the thermic effect of food (Î²â€‰=â€‰520 kJ/day, pâ€‰=â€‰3.39â€‰Ã—â€‰10(-6)). This 3'UTR SNP was also associated with diabetes (OR 1.36, 95% CI 1.11, 1.65, pâ€‰=â€‰0.002), where the A allele (allele frequency 0.05) was associated with a lower rate of carbohydrate oxidation, lower 24 h energy expenditure and higher risk for diabetes. In a Cox proportional hazards model, a rate of insulin-stimulated carbohydrate oxidation lower than the mean rate at baseline predicted a higher risk for developing diabetes than for those above the mean (hazard rate ratio 2.2, 95% CI 1.3, 3.6, pâ€‰=â€‰0.002).Common variation in GCK influences the rate of carbohydrate oxidation, 24 h energy expenditure and diabetes risk in Pima Indians.","Adult, Alleles, Carbohydrate Metabolism, Diabetes Mellitus, Type 2, Energy Metabolism, Female, Gene Frequency, Genetic Association Studies, Genetic Predisposition to Disease, Glucokinase, Humans, Indians, North American, Male, Polymorphism, Single Nucleotide, Young Adult",yes,yes,unk,yes,SA,24728127.0, Common genetic variation in the glucokinase gene (GCK) is associated with type 2 diabetes and rates of carbohydrate oxidation and energy expenditure ,yes,yes,yes,Unknown,,False
24582139,Potential epigenetic dysregulation of genes associated with MODY and type 2 diabetes in humans exposed to a diabetic intrauterine environment: an analysis of genome-wide DNA methylation,"The aim of this study is to investigate the potential role of DNA methylation in mediating the increased risk of developing type 2 diabetes in offspring of mothers who had diabetes during pregnancy.Peripheral blood leukocytes were collected from non-diabetic Pima Indians who were either offspring of diabetic mothers (ODM; n=14) or offspring of nondiabetic mothers (ONDM; n=14). The two groups were matched for age, sex, age of mother, and fraction of Pima ethnicity. Differentially methylated regions were determined using a MeDIP-chip assay on an Affymetrix Human Tiling 2.0R Array. Data were analyzed using the model based analysis of tiling arrays (MAT) algorithm, and 4883 regions overlapping with putative promoters, were identified as differentially methylated, having met an empirically derived threshold (nominal p<0.0077). The list of genes with differentially methylated promoters was subjected to KEGG pathway analysis to determine canonical metabolic pathways enriched by these genes.Pathway analysis of genes with differentially methylated promoters identified the top 3 enriched pathways as maturity onset diabetes of the young (MODY), type 2 diabetes, and Notch signaling. Several genes in these pathways are known to affect pancreatic development and insulin secretion.These findings support the hypothesis that epigenetic changes may increase the risk of type 2 diabetes via an effect on Î²-cell function in the offspring of mothers with diabetes during pregnancy.Published by Elsevier Inc.","Adolescent, Adult, Child, DNA Methylation, Diabetes Mellitus, Type 2, Epigenesis, Genetic, Female, Gene Expression Profiling, Gene Expression Regulation, Developmental, Gene-Environment Interaction, Genome, Human, Humans, Longitudinal Studies, Male, Pregnancy, Pregnancy in Diabetics, Prenatal Exposure Delayed Effects, Uterus, Young Adult",yes,yes,unk,yes,SA,24582139.0, Potential epigenetic dysregulation of genes associated with MODY and type 2 diabetes in humans exposed to a diabetic intrauterine environment: an analysis of genome-wide DNA methylation ,yes,yes,yes,Unknown,,False
17287471,"Variants in ARHGEF11, a candidate gene for the linkage to type 2 diabetes on chromosome 1q, are nominally associated with insulin resistance and type 2 diabetes in Pima Indians","A prior genome-wide linkage scan in Pima Indians indicated a young-onset (aged <45 years) type 2 diabetes susceptibility locus on chromosome 1q21-q23. ARHGEF11, which encodes the Rho guanine nucleotide exchange factor 11, was analyzed as a positional candidate gene for this linkage because this protein may stimulate Rho-dependent signals, such as the insulin signaling cascade. The ARHGEF11 gene, and two adjacent genes NTRK1 and INSRR, were sequenced in 24 Pima Indians who were not first-degree relatives. Sequencing of the coding regions, 5' and 3' untranslated regions and putative promoter regions of these genes, identified 28 variants in ARHGEF11, 11 variants in NTRK1, and 8 variants in INSSR. These 47 variants, as well as 84 additional public database variants within/between these genes, were genotyped for association analysis in the same group of Pima Indians who had participated in the linkage study (n = 1,228). An R1467H in ARHGEF11, and several additional noncoding variants that were in high linkage disequilibrium with this variant, were nominally associated with young-onset type 2 diabetes (P = 0.01; odds ratio 3.39) after adjusting for sex, family membership, and Pima heritage. The risk allele H had a frequency of 0.10. In a subgroup of 262 nondiabetic, full-heritage Pima Indians who had undergone detailed metabolic testing, the risk allele H also was associated with a lower mean insulin-mediated glucose disposal rate and a lower mean nonoxidative glucose storage rate after adjusting for age, sex, nuclear family membership, and percentage of body fat (P < or = 0.01). These findings suggest that variation within ARHGEF11 nominally increases risk of type 2 diabetes, possibly as a result of increased insulin resistance.","Adult, Arizona, Chromosomes, Human, Pair 1, Diabetes Mellitus, Type 2, Female, Genetic Linkage, Genetic Variation, Genome, Human, Genotype, Guanine Nucleotide Exchange Factors, Humans, Indians, North American, Insulin Resistance, Male, Middle Aged, Polymorphism, Single Nucleotide, Rho Guanine Nucleotide Exchange Factors",yes,yes,unk,yes,SA,17287471.0," Variants in ARHGEF11, a candidate gene for the linkage to type 2 diabetes on chromosome 1q, are nominally associated with insulin resistance and type 2 diabetes in Pima Indians ",yes,yes,yes,Unknown,,False
17846125,A search for variants associated with young-onset type 2 diabetes in American Indians in a 100K genotyping array,"To identify genetic variants in linkage disequilibrium with those conferring diabetes susceptibility, a genome-wide association study for young-onset diabetes was conducted in an American-Indian population.Data come from 300 case subjects with type 2 diabetes with age of onset <25 years and 334 nondiabetic control subjects aged >or=45 years. To provide for tests of within-family association, 121 nondiabetic siblings of case subjects were included along with 140 diabetic siblings of control subjects (172 sibships). Individuals were genotyped on the Affymetrix 100K array, resulting in 80,044 usable single nucleotide polymorphisms (SNPs). SNPs were analyzed for within-family association and for general association in case and control subjects, and these tests were combined by Fisher's method, with priority given to the within-family test.There were more SNPs with low P values than expected theoretically under the global null hypothesis of no association, and 128 SNPs had evidence for association at P < 0.001. The association of these SNPs with diabetes was further investigated in 1,207 diabetic and 1,627 nondiabetic individuals from the population study who were not included in the genome-wide study. SNPs from 10 genomic regions showed evidence for replication at P < 0.05. These included SNPs on chromosome 3 near ZNF659, chromosome 11 near FANCF, chromosome 11 near ZBTB15, and chromosome 12 near SENP1.These studies suggest several regions where marker alleles are potentially in linkage disequilibrium with variants that confer susceptibility to young-onset type 2 diabetes in American Indians.","Adolescent, Adult, Age of Onset, Arizona, Child, Child, Preschool, DNA, Diabetes Mellitus, Type 2, Female, Genetic Variation, Genotype, Glucose Tolerance Test, Humans, Indians, North American, Linkage Disequilibrium, Male, Oligonucleotide Array Sequence Analysis, Siblings",yes,yes,unk,yes,SA,17846125.0, A search for variants associated with young-onset type 2 diabetes in American Indians in a 100K genotyping array ,yes,yes,yes,Unknown,,False
24151200,Whole exome sequencing identifies variation in CYB5A and RNF10 associated with adiposity and type 2 diabetes,"Few coding variants in genes associated with type 2 diabetes (T2D) have been identified, and the underlying physiologic mechanisms whereby susceptibility genes influence T2D risk are often unknown. The objective of this study was to identify coding variation that increases risk for T2D via an effect on a pre-diabetic trait.Whole exome sequencing was done in 177 Pima Indians. Selected variants (N = 345) were genotyped in 555 subjects characterized for body fatness, glucose disposal rates during a clamp, acute insulin response to glucose, and 2-h plasma glucose concentrations during an OGTT, and were also genotyped in up to 5,880 subjects with longitudinal measures of BMI. Variants associated with quantitative traits were assessed for association with T2D in 7,667 subjects.rs7238987 in CYB5A associated with body fatness (P = 7.0 Ã— 10(-6) ). This SNP and a novel SNP in RNF10 also associated with maximum recorded BMI (P = 6.2 Ã— 10(-7) and P = 7.2 Ã— 10(-4) ) and maximum childhood BMI z-score (P = 5.9 Ã— 10(-4) and P = 8.5 Ã— 10(-7) ). The BMI increasing alleles increased the risk for T2D (P = 0.01; OR = 1.13 [1.03-1.24] and 9.5 Ã— 10(-3) ; OR = 1.49 [1.10-2.02]).CYB5A, which has a role in stearyl-CoA-desaturase activity, and RNF10, with an unknown role in weight regulating pathways, associated with adiposity and nominally increased the risk for T2D in American Indians.Copyright Â© 2013 The Obesity Society.","Adiposity, Adolescent, Adult, Alleles, Blood Glucose, Body Mass Index, Carrier Proteins, Child, Child, Preschool, Cytochromes b5, Diabetes Mellitus, Type 2, Exome, Female, Genetic Predisposition to Disease, Genotype, Humans, Indians, North American, Insulin, Male, Middle Aged, Polymorphism, Single Nucleotide, Risk Factors, Sequence Analysis, DNA, Young Adult",yes,yes,unk,yes,SA,24151200.0, Whole exome sequencing identifies variation in CYB5A and RNF10 associated with adiposity and type 2 diabetes ,yes,yes,yes,Unknown,,False
10868855,"Mutations in the genes for hepatocyte nuclear factor (HNF)-1alpha, -4alpha, -1beta, and -3beta; the dimerization cofactor of HNF-1; and insulin promoter factor 1 are not common causes of early-onset type 2 diabetes in Pima Indians","Maturity-onset diabetes of the young (MODY) is a genetically heterogeneous subtype of type 2 diabetes characterized by an early age at onset and autosomal dominant inheritance. MODY can result from heterozygous mutations in at least five genes. The purpose of this study was to determine whether alterations in known MODY genes and two MODY candidate genes contribute to the development of early-onset type 2 diabetes in Pima Indians.The coding regions of the known MODY genes hepatocyte nuclear factor (HNF)-1alpha, HNF-4alpha, HNF-1beta, and insulin promoter factor 1 and the coding regions of two MODY candidate genes, HNF-3beta and the dimerization cofactor of HNF-1, were sequenced in genomic DNA from Pima Indians. The primary ""affected"" study population consisted of 46 Pima Indians whose age at onset of type 2 diabetes was < or =20 years. DNA sequence variants identified in the affected group were then analyzed in a group of 80 ""unaffected"" Pima Indians who were at least 40 years old and had normal glucose tolerance.A total of 11 polymorphisms were detected in these genes. However, none of the polymorphisms differed in frequency among Pima Indians with an early age at onset of diabetes compared with older Pima Indians with normal glucose tolerance.Mutations in these known MODY or MODY candidate genes are not a common cause of early-onset diabetes in Pima Indians.","Adolescent, Adult, Age of Onset, Arizona, Basic Helix-Loop-Helix Leucine Zipper Transcription Factors, Codon, DNA-Binding Proteins, Diabetes Mellitus, Type 2, Dimerization, Ethnicity, Exons, Hepatocyte Nuclear Factor 1, Hepatocyte Nuclear Factor 1-alpha, Hepatocyte Nuclear Factor 1-beta, Hepatocyte Nuclear Factor 3-beta, Hepatocyte Nuclear Factor 4, Homeodomain Proteins, Humans, Indians, North American, Mutation, Nuclear Proteins, Phosphoproteins, Polymorphism, Genetic, Trans-Activators, Transcription Factors",yes,yes,unk,yes,SA,10868855.0," Mutations in the genes for hepatocyte nuclear factor (HNF)-1alpha, -4alpha, -1beta, -3beta; the dimerization cofactor of HNF-1; and insulin promoter factor 1 are not common causes of early-onset type 2 diabetes in Pima Indians ",yes,yes,yes,Unknown,,False
